test,dataset,n_segments,metric,n_seeds,floor_pct,baseline_label,baseline,baseline_sd,variant_label,variant,variant_sd,delta_pct,verdict,committed_alpha,target_alpha_times_n,implied_alpha_times_n,threshold,opcm_norm_ratio,distance_ratio,confounded,alpha_n_ok,n_seeds_expected,complete,source_experiment,base,joint,joint_from,grr_baseline,grr_baseline_sd,grr_baseline_derived,grr_variant,grr_variant_sd,grr_delta,grr_delta_paired_sd,baseline_matched_seed,delta_pct_matched_seed,verdict_matched_seed,matched_seed_n,verdict_changed
P1_paper_opcm,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,paper OPCM alpha=0.7,0.478388,0.014816,18.542,worse,0.2,,1.695733,0.7,1.0,,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.162677,0.070407,-0.355588,0.070426,,,,,
P1_paper_opcm,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,simplified OPCM (1.35),0.407445,0.00136,0.963,tie (inside floor),0.2,,,,,,,,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.499803,0.006463,-0.018462,0.031755,,,,,
P4_opcm_committed,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at committed alpha, thr=0.3",0.440964,0.01566,9.268,worse,0.2,1.0,1.0,0.3,0.381643,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.340518,0.074417,-0.177747,0.100116,,,,,
P4_opcm_committed,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at committed alpha, thr=0.5",0.467484,0.019775,15.84,worse,0.2,1.0,1.0,0.5,0.320695,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.214494,0.093972,-0.303771,0.119647,,,,,
P4_opcm_committed,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at committed alpha, thr=0.7",0.485207,0.019513,20.232,worse,0.2,1.0,1.0,0.7,0.267509,,coefficient_not_distance_matched,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.130273,0.092727,-0.387992,0.118695,,,,,
P5_opcm_distance,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at matched distance, thr=0.3",0.414712,0.008601,2.763,worse,0.2,1.0,1.0,0.3,,1.0,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.46527,0.040872,-0.052995,0.065697,,,,,
P5_opcm_distance,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at matched distance, thr=0.5",0.444273,0.010515,10.088,worse,0.2,1.0,1.0,0.5,,1.0,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.324794,0.049968,-0.193471,0.073381,,,,,
P5_opcm_distance,PSM-forecast,5,forecast/mse,3,1.157,plain sum at committed alpha,0.40356,0.005596,"paper projection at matched distance, thr=0.7",0.468956,0.007604,16.205,worse,0.2,1.0,1.0,0.7,,1.0,,1,3,1,adfc2_psm_merge_n5,0.512621,0.302186,"('adfc2_psm_joint', 0)",0.518265,0.026593,0.5183,0.207499,0.036135,-0.310766,0.059572,,,,,
P1_paper_opcm,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,paper OPCM alpha=0.3,14.415136,16.762513,-2.987,tie (inside floor),0.516667,,1.146807,0.3,1.0,,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.742269,2.245281,0.059449,0.179886,,,,,
P1_paper_opcm,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,paper OPCM alpha=0.5,15.149729,17.513803,1.957,tie (inside floor),0.516667,,1.146807,0.5,1.0,,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.643873,2.345914,-0.038947,0.100558,,,,,
P1_paper_opcm,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,paper OPCM alpha=0.7,15.471611,17.912523,4.123,tie (inside floor),0.516667,,1.146807,0.7,1.0,,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.600758,2.399321,-0.082062,0.072644,,,,,
P1_paper_opcm,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,simplified OPCM (1.35),15.406826,18.974468,3.687,tie (inside floor),0.516667,,,,,,,,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.609435,2.541565,-0.073385,0.121652,,,,,
P4_opcm_committed,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at committed alpha, thr=0.3",16.179823,19.32158,8.889,tie (inside floor),0.516667,1.033333,1.033333,0.3,0.757179,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.505895,2.588059,-0.176925,0.174223,,,,,
P4_opcm_committed,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at committed alpha, thr=0.5",16.690301,19.783475,12.325,tie (inside floor),0.516667,1.033333,1.033333,0.5,0.748342,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.437518,2.649929,-0.245302,0.239391,,,,,
P4_opcm_committed,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at committed alpha, thr=0.7",16.920536,20.05756,13.874,tie (inside floor),0.516667,1.033333,1.033333,0.7,0.741823,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.406679,2.686641,-0.276141,0.275206,,,,,
P5_opcm_distance,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at matched distance, thr=0.3",15.253249,18.014692,2.654,tie (inside floor),0.516667,1.033333,1.033333,0.3,,1.0,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.630006,2.413006,-0.052814,0.041828,,,,,
P5_opcm_distance,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at matched distance, thr=0.5",15.854121,18.577863,6.697,tie (inside floor),0.516667,1.033333,1.033333,0.5,,1.0,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.549522,2.488441,-0.133298,0.094454,,,,,
P5_opcm_distance,SWaT-forecast,2,forecast/mse,3,84.232,plain sum at committed alpha,14.858959,18.067498,"paper projection at matched distance, thr=0.7",16.115736,18.888834,8.458,tie (inside floor),0.516667,1.033333,1.033333,0.7,,1.0,,1,3,1,adfc2_swat_merge_n2,19.956665,12.491002,"('adfc2_swat_joint', 0)",0.68282,2.42008,0.6828,0.514479,2.530095,-0.168341,0.128819,,,,,
P1_paper_opcm,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,paper OPCM alpha=0.3,4.507078,2.72829,-5.321,tie (inside floor),0.283333,,1.216443,0.3,1.0,,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.279162,0.437119,-0.040581,0.080477,,,,,
P1_paper_opcm,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,paper OPCM alpha=0.5,4.562753,2.661522,-4.151,tie (inside floor),0.283333,,1.216443,0.5,1.0,,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.270242,0.426422,-0.031661,0.090598,,,,,
P1_paper_opcm,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,paper OPCM alpha=0.7,4.888508,3.030326,2.692,tie (inside floor),0.283333,,1.216443,0.7,1.0,,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.218051,0.485511,0.02053,0.032122,,,,,
P1_paper_opcm,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,simplified OPCM (1.35),5.115484,3.757167,7.46,tie (inside floor),0.283333,,,,,,,,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.181685,0.601963,0.056896,0.085109,,,,,
P4_opcm_committed,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at committed alpha, thr=0.3",5.518037,4.185765,15.916,tie (inside floor),0.283333,0.85,0.85,0.3,0.359834,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.117189,0.670632,0.121392,0.154048,,,,,
P4_opcm_committed,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at committed alpha, thr=0.5",5.602478,4.264819,17.69,tie (inside floor),0.283333,0.85,0.85,0.5,0.318625,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.10366,0.683298,0.134921,0.16664,,,,,
P4_opcm_committed,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at committed alpha, thr=0.7",5.790048,4.526524,21.63,tie (inside floor),0.283333,0.85,0.85,0.7,0.285707,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.073608,0.725227,0.164973,0.208571,,,,,
P5_opcm_distance,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at matched distance, thr=0.3",4.960551,3.389703,4.205,tie (inside floor),0.283333,0.85,0.85,0.3,,1.0,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.206508,0.543089,0.032073,0.027505,,,,,
P5_opcm_distance,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at matched distance, thr=0.5",4.997456,3.348812,4.98,tie (inside floor),0.283333,0.85,0.85,0.5,,1.0,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.200595,0.536537,0.037986,0.020314,,,,,
P5_opcm_distance,SWaT-forecast,3,forecast/mse,3,84.232,plain sum at committed alpha,4.760369,3.226638,"paper projection at matched distance, thr=0.7",5.26106,3.669163,10.518,tie (inside floor),0.283333,0.85,0.85,0.7,,1.0,,1,3,1,adfc2_swat_merge_n3,6.249477,12.491002,"('adfc2_swat_joint', 0)",-0.238581,0.516963,-0.2386,-0.158361,0.587863,0.08022,0.071402,,,,,
P1_paper_opcm,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,paper OPCM alpha=0.3,4.946907,3.095775,-5.675,tie (inside floor),0.166667,,1.354034,0.3,1.0,,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.248973,0.512525,-0.049276,0.075799,,,,,
P1_paper_opcm,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,paper OPCM alpha=0.5,5.075281,3.126857,-3.227,tie (inside floor),0.166667,,1.354034,0.5,1.0,,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.22772,0.517671,-0.028023,0.072847,,,,,
P1_paper_opcm,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,paper OPCM alpha=0.7,5.624086,3.817295,7.237,tie (inside floor),0.166667,,1.354034,0.7,1.0,,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.136862,0.631977,0.062835,0.050719,,,,,
P1_paper_opcm,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,simplified OPCM (1.35),5.604225,4.105597,6.858,tie (inside floor),0.166667,,,,,,,,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.14015,0.679708,0.059547,0.091839,,,,,
P4_opcm_committed,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at committed alpha, thr=0.3",6.035939,4.502141,15.09,tie (inside floor),0.166667,0.833333,0.833333,0.3,0.281722,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.068677,0.745358,0.13102,0.158713,,,,,
P4_opcm_committed,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at committed alpha, thr=0.5",6.15216,4.602586,17.306,tie (inside floor),0.166667,0.833333,0.833333,0.5,0.239062,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.049436,0.761987,0.150261,0.176069,,,,,
P4_opcm_committed,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at committed alpha, thr=0.7",6.313877,4.790984,20.389,tie (inside floor),0.166667,0.833333,0.833333,0.7,0.205723,,coefficient_not_distance_matched,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.022662,0.793178,0.177035,0.207359,,,,,
P5_opcm_distance,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at matched distance, thr=0.3",5.516972,3.84807,5.194,tie (inside floor),0.166667,0.833333,0.833333,0.3,,1.0,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.154595,0.637072,0.045102,0.050733,,,,,
P5_opcm_distance,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at matched distance, thr=0.5",5.608246,3.868112,6.935,tie (inside floor),0.166667,0.833333,0.833333,0.5,,1.0,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.139484,0.640391,0.060213,0.057567,,,,,
P5_opcm_distance,SWaT-forecast,5,forecast/mse,3,84.232,plain sum at committed alpha,5.244547,3.553435,"paper projection at matched distance, thr=0.7",5.967804,4.315449,13.791,tie (inside floor),0.166667,0.833333,0.833333,0.7,,1.0,,1,3,1,adfc2_swat_merge_n5,6.450763,12.491002,"('adfc2_swat_joint', 0)",-0.199697,0.588294,-0.1997,-0.079957,0.71445,0.11974,0.129505,,,,,
